locality,sub_locality,street_name,postcode
QUATRE BORNES, QUATRE BORNES 1,Post-Office,72249
QUATRE BORNES, QUATRE BORNES 1,Tagore Ave,72249
QUATRE BORNES, QUATRE BORNES 1,Town Hall,72249
QUATRE BORNES, QUATRE BORNES 2                    ,Baissac Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Bernandin De St. Pierre ,72350
QUATRE BORNES, QUATRE BORNES 2,Berthaud (east) from St Jean Rd to S.V.Naz,72350
QUATRE BORNES, QUATRE BORNES 2,Berthaud lane,72350
QUATRE BORNES, QUATRE BORNES 2,Bouvet Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Bruce Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Conservatoire F. Mitterand,72350
QUATRE BORNES, QUATRE BORNES 2,Darwin Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Duperre Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Ernest Harel St,72350
QUATRE BORNES, QUATRE BORNES 2,Fleming Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Farquhar Ave  from Victoria to Naz,72350
QUATRE BORNES, QUATRE BORNES 2,Gladstone Ave(from  StanleyAve to Hitchcock Ave,72350
QUATRE BORNES, QUATRE BORNES 2, Hitchcock (west) from Victoria to S.V.Naz,72350
QUATRE BORNES, QUATRE BORNES 2,Imp. Kistnen ,72350
QUATRE BORNES, QUATRE BORNES 2,Imp. Victoria,72350
QUATRE BORNES, QUATRE BORNES 2, Labourdonnais Ave,72350
QUATRE BORNES, QUATRE BORNES 2,L. Nellan Govt. School,72350
QUATRE BORNES, QUATRE BORNES 2,L.L'homme Ave,72350
QUATRE BORNES, QUATRE BORNES 2,La Forge lane,72350
QUATRE BORNES, QUATRE BORNES 2,Loreto Convent College,72350
QUATRE BORNES, QUATRE BORNES 2,Odette Ernest Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Seeboo lane,72350
QUATRE BORNES, QUATRE BORNES 2,Mgr Murphy Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Sir  Guy Forget from B.D.St Pierre Ave to Victoria Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Sir Naz Ave (south) Side from Hitchcock to Berthaud,72350
QUATRE BORNES, QUATRE BORNES 2,Stanley Ave,72350
Poudre D'Or Hamlet,Forbach Branch,,31001
Poudre D'Or Hamlet,Morc VRS A,,31002
Poudre D'Or Hamlet,Morc VRS B,,31003
Poudre D'Or Hamlet,Morc VRS C,,31004
Poudre D'Or Hamlet,Morc VRS D,,31005
Poudre D'Or Hamlet,Poudre D'Or Hamlet,,31006
QUATRE BORNES, QUATRE BORNES 2,Stanley lane,72350
QUATRE BORNES, QUATRE BORNES 2,ST. Andrews Church,72350
QUATRE BORNES, QUATRE BORNES 2,St. Esprit  College,72350
QUATRE BORNES, QUATRE BORNES 2,St. Jean Rd (North Side)Victoria  to Berthaud Ave,72350
QUATRE BORNES, QUATRE BORNES 2,St. Rosaire Church,72350
QUATRE BORNES, QUATRE BORNES 2,Stevenson Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Surcouf Ave,72350
QUATRE BORNES, QUATRE BORNES 2,Tee Koung Lane,72350
QUATRE BORNES, QUATRE BORNES 2,Victoria (west side) from St Jean to Hitchcock,72350
QUATRE BORNES, QUATRE BORNES 2,Willoughby Ave,72350
QUATRE BORNES, QUATRE BORNES 3,A. Brown Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Balgobin Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Berthaud Ave (East) from Remy Ollier to Naz,72351
QUATRE BORNES, QUATRE BORNES 3,Duperre Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Einstein Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Farquhar Ave from Naz to Ollier,72351
QUATRE BORNES, QUATRE BORNES 3,Hitchcock Ave(west) from Ollier to Naz,72351
QUATRE BORNES, QUATRE BORNES 3,Imp St Esprit,72351
QUATRE BORNES, QUATRE BORNES 3,Imp.Antelme,72351
QUATRE BORNES, QUATRE BORNES 3,Jenner St,72351
QUATRE BORNES, QUATRE BORNES 3,Leclezio Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Louvet Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Moussa Lane,72351
QUATRE BORNES, QUATRE BORNES 3,Ollier Ave (south) from Berthaud Ave to Hitchcock,72351
QUATRE BORNES, QUATRE BORNES 3,Ollier Lane ,72351
QUATRE BORNES, QUATRE BORNES 3,Ollier lane no.1,72351
QUATRE BORNES, QUATRE BORNES 3,Ollier lane no.2,72351
QUATRE BORNES, QUATRE BORNES 3,R. Ollier Ave,72351
QUATRE BORNES, QUATRE BORNES 3,S. Gaya Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Sir C. Antelme Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Sir V vaz (north) from Berthaud to Hitchcock,72351
QUATRE BORNES, QUATRE BORNES 3,Stanley Ave,72351
QUATRE BORNES, QUATRE BORNES 3,Stanley Ave from Naz to Ollier,72351
QUATRE BORNES, QUATRE BORNES 3,Stylet Ave,72351
QUATRE BORNES, QUATRE BORNES 4,Boundary (south) from Berthaud to Dawtal Lane,72352
QUATRE BORNES, QUATRE BORNES 4,Berthaud Ave (east) from Ollier to Boundary,72352
QUATRE BORNES, QUATRE BORNES 4,Boundary Rd,72352
QUATRE BORNES, QUATRE BORNES 4,Dawtal lane,72352
QUATRE BORNES, QUATRE BORNES 4,Farquhar lane,72352
QUATRE BORNES, QUATRE BORNES 4,Robert E Hart from Dawtal Lane to Berthaud,72352
QUATRE BORNES, QUATRE BORNES 5,B. Sequard Ave,72253
QUATRE BORNES, QUATRE BORNES 5,Candos lane,72253
QUATRE BORNES, QUATRE BORNES 5,Cossigny Ave,72253
QUATRE BORNES, QUATRE BORNES 5,E. Rochecouste Govt. School,72253
QUATRE BORNES, QUATRE BORNES 5,Malartic lane,72253
QUATRE BORNES, QUATRE BORNES 5,Meredac Ave,72253
QUATRE BORNES, QUATRE BORNES 5,Police Station,72253
QUATRE BORNES, QUATRE BORNES 5,Ramsamy lane,72253
QUATRE BORNES, QUATRE BORNES 5,Reservoir lane,72253
QUATRE BORNES, QUATRE BORNES 5,Sir S. Ramgoolam Ave (both sides) ,72253
QUATRE BORNES, QUATRE BORNES 5,Sir W. Newton Ave,72253
QUATRE BORNES, QUATRE BORNES 5,T. D'Avice Ave,72253
Pointe aux Sables,Camp Firinga,  ,11101
Pointe aux Sables,Cite Blanc ( Padco ),,11102
Pointe aux Sables,Cite C.H.A/Cite Debarcadere,,11103
Pointe aux Sables,Cite Ilois Phase I & phase II,,11104
Pointe aux Sables,Cite La Lumiere,,11106
Pointe aux Sables,Cite Lateka,,11105
Pointe aux Sables,Kensington,,11107
Pointe aux Sables,La Tour Koenig Industrial Zone,,11109
Pointe aux Sables,La Tour Koenig Phase I & Phase 2,,11108
Pointe aux Sables,Marguerite Phase 1,,11110
Pointe aux Sables,Morcellement D'Hotman,,11111
Pointe aux Sables,Morcellement Fon Sing,,11112
Pointe aux Sables,Morcellement Fortune,,11113
Pointe aux Sables,Morcellement Ghurburrun,,11122
Pointe aux Sables,Morcellement Ghurburrun Ph 1 Brunes Pailles Phase 2,,11114
Pointe aux Sables,Morcellement Ibrahim Dawood,,11115
Pointe aux Sables,Morcellement Ilois   Phase 1 & Phase 2,,11116
Pointe aux Sables,Morcellement Koenig/sur mer,,11117
Pointe aux Sables,Morcellement Le Prinmtemps,,11118
Pointe aux Sables,Morcellement Le Vieux,,11119
Pointe aux Sables,Morcellement Nazroo Phase 1 & Phase 2,,11120
Pointe aux Sables,Morcellement Rey,,11121
Pointe aux Sables,Morcellement S.L.D.C,,11123
Pointe aux Sables,Morcellement Sohun,,11124
Pointe aux Sables,Morcellement Soobra Phase 1 & Phase 2,,11125
Pointe aux Sables,Morcellement Verger Le Bain,,11127
Pointe aux Sables,Morcellement Verger Mangue,,11126
Pointe aux Sables,Morcellement Verger Sur Mer,,11128
Pointe aux Sables,Pointe aux Sables,,11129
Pointe aux Sables,Police Flat,,11130
Pointe aux Sables,Residence Coquillage,,11131
Pointe aux Sables,Residence La Tourelle 1 & 2,,11132
Pointe aux Sables,Terrasson 1,,11133
Pointe aux Sables,U.T.M,,11134
Pointe aux Sables,Verger Mangue,,11135
QUATRE BORNES, QUATRE BORNES 5,Tritan D'Avice Ave,72253
QUATRE BORNES, QUATRE BORNES 5,Wellington Ave,72253
QUATRE BORNES, RESIDENCE D'EPINAY,,72254
QUATRE BORNES,BASSIN/ PALMA,Appadoo Avenue,72501
QUATRE BORNES,BASSIN/ PALMA,Appadoo lane,72501
QUATRE BORNES,BASSIN/ PALMA,Appadoo lane 1,72501
QUATRE BORNES,BASSIN/ PALMA,Ave Des Roches,72501
QUATRE BORNES,BASSIN/ PALMA,Ave Trotter,72501
QUATRE BORNES,BASSIN/ PALMA,Bapamah lane,72501
QUATRE BORNES,BASSIN/ PALMA,Bassin Rd,72501
QUATRE BORNES,BASSIN/ PALMA,Bassin lane 1,72501
QUATRE BORNES,BASSIN/ PALMA,Casquette lane,72501
QUATRE BORNES,BASSIN/ PALMA,Chooroomoonee lane,72501
QUATRE BORNES,BASSIN/ PALMA,Cooperative lane,72501
QUATRE BORNES,BASSIN/ PALMA,La Paix Ave,72501
QUATRE BORNES,BASSIN/ PALMA,Felico  lane,72501
QUATRE BORNES,BASSIN/ PALMA,Forges Ave,72501
QUATRE BORNES,BASSIN/ PALMA,Fraternite Ave,72501
QUATRE BORNES,FLAT RIVER ISLANDS,,72265
QUATRE BORNES,JACKSON  AVE,Ramdanee Ave,72523
QUATRE BORNES,JACKSON  AVE,Chemin Machine (south) from Palma Rd  to Kalimaye Rd,72523
QUATRE BORNES,MORC MIO,,72560
QUATRE BORNES,PALMA JUNCTION,Sambal Lane,72546
QUATRE BORNES,RENGANADEN SEENEEVASSSEN AVE,,72455
QUATRE BORNES,RESIDENCE TRIANON (delivery by Phoenix P.O),,72260
QUATRE BORNES,SODNAC ,Ave  des Fauvettes,72256
QUATRE BORNES,SODNAC ,Ave  des Tourterelles,72256
QUATRE BORNES,SODNAC ,Ave des  Pelicans,72256
QUATRE BORNES,SODNAC ,Ave des Aigles,72256
QUATRE BORNES,SODNAC ,Ave des Allouettes,72256
QUATRE BORNES,SODNAC ,Ave des Autruches,72256
QUATRE BORNES,SODNAC ,Ave des Becasses,72256
QUATRE BORNES,SODNAC ,Ave des Bengalis,72256
QUATRE BORNES,SODNAC ,Ave des Canards,72256
QUATRE BORNES,SODNAC ,Ave des Colombes,72256
QUATRE BORNES,SODNAC ,Ave des Eperviers,72256
QUATRE BORNES,SODNAC ,Ave des Flammants,72256
QUATRE BORNES,SODNAC ,Ave des Geais,72256
QUATRE BORNES,SODNAC ,Ave des Hirondelles,72256
QUATRE BORNES,SODNAC ,Ave des Ibis,72256
QUATRE BORNES,SODNAC ,Ave des Kiwis,72256
QUATRE BORNES,SODNAC ,Ave des Moineaux,72256
QUATRE BORNES,SODNAC ,Ave des Mouettes,72256
QUATRE BORNES,SODNAC ,Ave des Nandous,72256
QUATRE BORNES,SODNAC ,Ave des Pigeons,72256
QUATRE BORNES,SODNAC ,Ave des Pinsons,72256
QUATRE BORNES,SODNAC ,Ave des Roitelets ,72256
QUATRE BORNES,SODNAC ,Ave des Tulipes,72256
QUATRE BORNES,SODNAC ,Ave  du Cardinal,72256
QUATRE BORNES,SODNAC ,Hillcrest Avenue,72256
QUATRE BORNES,SODNAC ,Impasse des Ibis,72256
QUATRE BORNES,SODNAC ,Impasse Hirondelles,72256
QUATRE BORNES,SODNAC ,Loriots Ave,72256
QUATRE BORNES,SODNAC ,Perdrix Ave,72256
QUATRE BORNES,SODNAC ,Roitelets Ave,72256
QUATRE BORNES,SODNAC ,Rossignol Ave,72256
QUATRE BORNES,SODNAC ,Sodnac Ave (both sides),72256
QUATRE BORNES,SODNAC ,Sodnac SSS,72256
QUATRE BORNES,SODNAC ,Toucan Ave,72256
QUATRE BORNES,SODNAC ,Ave  des Dodos,72256
QUATRE BORNES,SODNAC ,Ave  des Faucons,72256
QUATRE BORNES,TRIANON,,72257
QUATRE BORNES,TRIANON SHOPPING CENTRE,,72258
QUATRE BORNES,Tribeca Central Trianon,,72261
QUATRE BORNES,VICTORIA HOSPITAL,,72259
Poudre D'Or Village,Bois Doiseau,,30901
Poudre D'Or Village,Cite EDC ,,30902
Poudre D'Or Village,Debarcadere,,30903
Poudre D'Or Village,Ile Dambre,,30904
Poudre D'Or Village,Poudre D'Or Village,,30905
Pointe aux Piments,Camp Lilas,,21301
Pointe aux Piments,Camp Sada,,21302
Pointe aux Piments,Camp Scipion,,21303
Pointe aux Piments,Grande Pointe aux Piments,,21304
Pointe aux Piments,Morc Brizmohun,,21305
Pointe aux Piments,Petite Pointe aux Piments,,21306
PORT LOUIS,Anse Courtois,Trunk Rd from Pailles Junction to Ring Rd,11201
PORT LOUIS,Anse Courtois,Southern part of Junction Rd,11201
PORT LOUIS,Bain des Dames,Bain des Dames Coast Road,11301
PORT LOUIS,Bain des Dames,Bain des Dames Street,11301
PORT LOUIS,Bain des Dames,Boodhun Street,11301
PORT LOUIS,Bain des Dames,Charron Street,11301
PORT LOUIS,Bain des Dames,Edwards Street,11301
PORT LOUIS,Bain des Dames,Fook Seung Road,11301
PORT LOUIS,Bain des Dames,Galdemar Street,11301
PORT LOUIS,Bain des Dames,Gregoire Street,11301
PORT LOUIS,Bain des Dames,Jacobs Street,11301
PORT LOUIS,Bain des Dames,L.A. Hugues Street,11301
PORT LOUIS,Bain des Dames,N. Osman Street,11301
PORT LOUIS,Bain des Dames,Nathaniel Street,11301
PORT LOUIS,Bain des Dames,Pezanie Street,11301
PORT LOUIS,Bain des Dames,Stevenson Lane,11301
PORT LOUIS,Bain des Dames,W. Hewitson Street,11301
PORT LOUIS,Bangladesh,Craston Martin Street ,11401
PORT LOUIS,Bangladesh, Ernest Le Blanc Street ,11401
PORT LOUIS,Bangladesh, Hesketch Bell Street,11401
PORT LOUIS,Bangladesh, Jules Mallac Street ,11401
PORT LOUIS,Bangladesh,  Pouce Street ,11401
PORT LOUIS,Barracks Region,Auguste Rouget from Mere Barthelemy to Jemmapes Street,11302
PORT LOUIS,Barracks Region,Barracks Street,11302
PORT LOUIS,Barracks Region,Bolton Street,11302
PORT LOUIS,Barracks Region,Brown Sequard Street,11302
PORT LOUIS,Barracks Region,Brown Sequard Street,11302
PORT LOUIS,Barracks Region,Chauss̩e Street from Ruisseau Pouce to Edith Cavell Street,11302
PORT LOUIS,Barracks Region,Chevrot Street,11302
PORT LOUIS,Barracks Region,Edith Cavell Street from Mere Barthelemy Street to John Kennedy Street,11302
PORT LOUIS,Barracks Region,John Kennedy Street from Jemmapes  to Edith Cavell Street (Eastern Side),11302
PORT LOUIS,Barracks Region,John Kennedy Street from Ruisseau Pouce to Edith Cavell Street,11302
PORT LOUIS,Barracks Region,La Gaiet̩ Street from Orleans Street to Beaugeard Street,11302
PORT LOUIS,Barracks Region,Orleans Street,11302
PORT LOUIS,Barracks Region,Reverand Lebrun Street,11302
PORT LOUIS,Barracks Region,Sir Celicourt Antelme Street,11302
PORT LOUIS,Barracks Region,St Georges Street from Mere Barthelemy Street to Barracks Street,11302
PORT LOUIS,Barracks Region,St Louis Street from Mere Barthelemy Street to Barracks,11302
PORT LOUIS,Bell Village,Brabant Road South from Menagerie Street to Paul Fercy Adele Street,11202
PORT LOUIS,Bell Village,Eastern Side of Trunk Road from Royal Road to Kiosque,11202
PORT LOUIS,Bell Village,From Kiosque to Paul Fercy Adele,11202
PORT LOUIS,Bell Village,Lime Street,11202
PORT LOUIS,Bell Village,Link Road,11202
PORT LOUIS,Bell Village,Menagerie Road Southern Side from Brabant Street to St Joseph Road,11202
PORT LOUIS,Bell Village,MGR Leen from Kiosque to Post Office,11202
PORT LOUIS,Bell Village,Old Moka Road upto entry of CWA,11202
PORT LOUIS,Bell Village,Paul Fercy Adele Street,11202
PORT LOUIS,Bell Village,Port Louis St Jean Road North from St Joseph to Menagerie Street,11202
PORT LOUIS,Bell Village,St Joseph East,11202
PORT LOUIS,Bell Village,St Patrick Street,11202
PORT LOUIS,Blvd Victoria 1 ,  Blvd Pitot St from Blvd Victoria to China Street ,11402
PORT LOUIS,Blvd Victoria 1,  China / Diego garcia st from La Paix St to Edgard Laurent Street ,11402
PORT LOUIS,Blvd Victoria 1,  Daulphine St from La Paix St Etienne Pellereau Street ,11402
PORT LOUIS,Blvd Victoria 1,  Diore St from La Paix St to Edgard Laurent Street,11402
PORT LOUIS,Blvd Victoria 1,  Etienne Pellereau St from SSR St to Nyon Street ,11402
PORT LOUIS,Blvd Victoria 1,"  Lenepveu Lane 1, 2, 3",11402
PORT LOUIS,Blvd Victoria 1,  Lenepveu Street ,11402
PORT LOUIS,Blvd Victoria 1,  Nyon St from La Paix St to Edgard Laurent Street,11402
PORT LOUIS,Blvd Victoria 1,  S V Naz St from La Paix St to Sir Edgard Laurent Street ,11402
PORT LOUIS,Blvd Victoria 1,  St Aulaire Street,11402
PORT LOUIS,Blvd Victoria 1,Dr H. Joonya Street,11402
PORT LOUIS,Blvd Victoria 1,  Epidariste Trime  ( Nyon ) St from La Paix St to Edgard  Laurent Street ,11402
PORT LOUIS,Blvd Victoria 1, La Paix St Northward,11402
PORT LOUIS,Blvd Victoria 2 ,  Sun Yat Sen St from S.S Ramgoolam St to Dauphine Street ,11403
PORT LOUIS,Blvd Victoria 2 , China St from Inkerman St to La Paix Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Dauphine St from Mgr Gonin St to La Paix Street ,11403
PORT LOUIS,Blvd Victoria 2 , Dugarreau Street ,11403
PORT LOUIS,Blvd Victoria 2 , Guimbeau Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Hatch Street,11403
PORT LOUIS,Blvd Victoria 2 ,  Inkerman St from Blvd Victoria to Dauphine Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Lapoter Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Leclezio Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Nyon St from La Paix St to Inkerman Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Sir V.Naz St from Mgr Gonin St to La Paix Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  Sornay Street ,11403
PORT LOUIS,Blvd Victoria 2 ,  St Aulaire St from La Paix St to Dugarreau Street ,11403
PORT LOUIS,Borstal,Borstal ,11203
PORT LOUIS,Borstal,Borstal Rehabilitation Centre ,11203
PORT LOUIS,Briquetterie,Abercrombie Avenue,11701
PORT LOUIS,Briquetterie,Abercrombie CHA,11701
PORT LOUIS,Briquetterie,Bois Dor̩e Street,11701
PORT LOUIS,Briquetterie,Bois Savon Street,11701
PORT LOUIS,Briquetterie,Boisee Street,11701
PORT LOUIS,Briquetterie,Brandon Street,11701
PORT LOUIS,Briquetterie,Briquetterie CHA,11701
PORT LOUIS,Briquetterie,Briquetterie Street,11701
PORT LOUIS,Briquetterie,Corson Street,11701
PORT LOUIS,Briquetterie,Dauguet Street,11701
PORT LOUIS,Briquetterie,Dr. Maurice Cure Street,11701
PORT LOUIS,Briquetterie,Eagle Street,11701
PORT LOUIS,Briquetterie,Eastern Side of Mohameddan Cemetry Road from Mariamen Temple Road,11701
PORT LOUIS,Briquetterie,Fregate Street,11701
PORT LOUIS,Briquetterie,La Perle Street,11701
PORT LOUIS,Briquetterie,Lavocaire Street,11701
PORT LOUIS,Briquetterie,Mariamen Temple Street Nothern Side from Mohamedan Cemetry to Round About,11701
PORT LOUIS,Briquetterie,Paul Street,11701
PORT LOUIS,Briquetterie,Port Louis Terre Rouge Road from Round About to Riviere Terre Rouge,11701
PORT LOUIS,Briquetterie,Raphael Street,11701
PORT LOUIS,Briquetterie,Rodrigues Street,11701
PORT LOUIS,Briquetterie,St Pierre Street,11701
PORT LOUIS,Briquetterie,Veronce Street,11701
PORT LOUIS,Camp Chapelon East,Trunk Road plus Old Moka Road from Entry of CWA upto entry of Bonnefin Street,11204
PORT LOUIS,Camp Chapelon East,Henri Seneck Street,11204
PORT LOUIS,Camp Chapelon East,James Slade Street,11204
PORT LOUIS,Camp Chapelon East,William Stanley ,11204
PORT LOUIS,Camp Chapelon West,De Rosnay Street,11205
PORT LOUIS,Camp Chapelon West,Desire Sicard Street,11205
PORT LOUIS,Camp Chapelon West,Impasse Rayeroux,11205
PORT LOUIS,Camp Chapelon West,Madrassa Road,11205
PORT LOUIS,Camp Chapelon West,Philippe Rousset,11205
PORT LOUIS,Camp Chapelon West,Pierre Arthur Rayeroux,11205
PORT LOUIS,Camp Chapelon West,Road A,11205
PORT LOUIS,Camp Chapelon West,Road B,11205
PORT LOUIS,Camp Chapelon West,Robert Stain,11205
PORT LOUIS,Camp Chapelon West,St Louis River from Trunk Road to behind St Louis Power Station,11205
PORT LOUIS,Camp Chapelon West,Trunk Road East from Plaine Lauzun to St Louis Bridge,11205
PORT LOUIS,Camp Chapelon West,Volcy de Senneville Street,11205
PORT LOUIS,Camp Firinga,,11101
PORT LOUIS,Camp Yoloff,Coringa,11601
Piton,Beau Sejour,,30801
Piton,Beau Sejour SE,,30802
Piton,Bon Espoir,,30803
Piton,Cite EDC,,30804
Piton,Espe Piton,,30805
Piton,La Paix,,30806
Piton,Mon Piton,,30807
Piton,Morc Le Haut Champs,,30808
Piton,NHDC,,30809
PORT LOUIS,Camp Yoloff,Daureawoo,11601
PORT LOUIS,Camp Yoloff,Gelle,11601
PORT LOUIS,Camp Yoloff,Imp. Macao,11601
PORT LOUIS,Camp Yoloff,Indians,11601
PORT LOUIS,Camp Yoloff,J.Tranquille,11601
PORT LOUIS,Camp Yoloff,Kleber ,11601
PORT LOUIS,Camp Yoloff,Latanier,11601
PORT LOUIS,Camp Yoloff,Macao Street,11601
PORT LOUIS,Camp Yoloff,Magon St from Noor E Islam St to Mariamen Temple Street,11601
PORT LOUIS,Camp Yoloff,Malacca,11601
PORT LOUIS,Camp Yoloff,Military Rd   ,11601
PORT LOUIS,Camp Yoloff,Military Street from Round About to Noor-E-Islam,11601
PORT LOUIS,Camp Yoloff,Noor E Islam Mosque St Western Side From Magon St - Nicolay Power Station,11601
PORT LOUIS,Camp Yoloff,Rene Maigrot,11601
PORT LOUIS,Camp Yoloff,Rochecouste,11601
PORT LOUIS,Camp Yoloff,Rohan,11601
PORT LOUIS,Camp Yoloff,Rozan,11601
PORT LOUIS,Camp Yoloff,Samuel Fouquereaux,11601
PORT LOUIS,Camp Yoloff,Sirdar,11601
PORT LOUIS,Canal Dayot (both sides),C.A.Macpersom,11207
PORT LOUIS,Canal Dayot (both sides),Canal Dayot Street,11207
PORT LOUIS,Canal Dayot (both sides),Delta Lane ,11207
PORT LOUIS,Canal Dayot (both sides),Impasse Canay Dayot,11207
PORT LOUIS,Canal Dayot (both sides),James Mercier Lane ,11207
PORT LOUIS,Canal Dayot (both sides),Lamare Jean Baptiste Street ,11207
PORT LOUIS,Carreau Lalo ,Afique Lane ,11801
PORT LOUIS,Carreau Lalo ,Amasaki Lane,11801
PORT LOUIS,Carreau Lalo ,Bernandin de St Pierre Street ,11801
PORT LOUIS,Carreau Lalo ,Capeyron Henri Andre Street ,11801
PORT LOUIS,Carreau Lalo ,Doomun lane,11801
PORT LOUIS,Carreau Lalo ,F.H Decaille Street ,11801
PORT LOUIS,Carreau Lalo ,James Canonville Street ,11801
PORT LOUIS,Carreau Lalo ,Jules Chavin Street ,11801
PORT LOUIS,Carreau Lalo ,Jules Coup Street ,11801
PORT LOUIS,Carreau Lalo ,Kalimaye Lane ,11801
PORT LOUIS,Carreau Lalo ,Lima Lane ,11801
PORT LOUIS,Carreau Lalo ,Lome Lane ,11801
PORT LOUIS,Carreau Lalo ,Oslo Lane ,11801
PORT LOUIS,Carreau Lalo ,Ramsarran lane,11801
PORT LOUIS,Carreau Lalo , Rosiers  Avenue,11801
PORT LOUIS,Carreau Lalo ,Solitaire Street ,11801
PORT LOUIS,Cassis 1,C.H. Leal Lane,11303
PORT LOUIS,Cassis 1,Cassis Government School,11303
PORT LOUIS,Cassis 1,Hindu House,11303
PORT LOUIS,Cassis 1,Impasse 332,11303
PORT LOUIS,Cassis 1,Impasse Delance,11303
PORT LOUIS,Cassis 1,Impasse Demerez,11303
PORT LOUIS,Cassis 1,Impasse Gansseran,11303
PORT LOUIS,Cassis 1,Impasse Gansseran,11303
PORT LOUIS,Cassis 1,Impasse Jolivet,11303
PORT LOUIS,Cassis 1,Jean Baptiste Lamasse,11303
PORT LOUIS,Cassis 1,Joseph Lane,11303
PORT LOUIS,Cassis 1,Nayazamana Street,11303
PORT LOUIS,Cassis 1,Roseline Street,11303
PORT LOUIS,Cassis 2,Albercrombie Street,11304
PORT LOUIS,Cassis 2,Douglas Street,11304
PORT LOUIS,Cassis 2,Dundenald Street,11304
PORT LOUIS,Cassis 2,Edgard Aubert Street from Trunk Road to Kwantee Street,11304
PORT LOUIS,Cassis 2,Edgard Gallet Street,11304
PORT LOUIS,Cassis 2,Malborough Street,11304
PORT LOUIS,Cassis 2,Praslin Street,11304
PORT LOUIS,Cassis 2,Renganaden Seeneevassen Street,11304
PORT LOUIS,Cassis 2,Reserve Street,11304
PORT LOUIS,Cassis 2,Reserve Street,11304
PORT LOUIS,Cassis 2,Tamatave Street,11304
PORT LOUIS,Cassis 2,Tanner Street,11304
PORT LOUIS,Cassis 3,A. N Noormohamed Street,11305
PORT LOUIS,Cassis 3,Almadina Street,11305
PORT LOUIS,Cassis 3,Odette Ernest Street,11305
PORT LOUIS,Cassis 3,Edgard Aubert Street from Trunk Road to Odette Ernest Street,11305
PORT LOUIS,Cassis 3,Edgard Gallet Street from Almadina Street to Trunk Road,11305
PORT LOUIS,Cassis 3,Johanna Street,11305
PORT LOUIS,Cassis 3,Maupin Street (Southern side from Round About to Brabant Street),11305
PORT LOUIS,Cassis 3,Motais Street from Maupin Street to Joana Street,11305
PORT LOUIS,Cassis 3,Octave Sandapa Street,11305
PORT LOUIS,Cassis 3,Redoute Street,11305
PORT LOUIS,Cassis 3,Seychelles Street,11305
PORT LOUIS,Cassis 3,Victor K Vern Street,11305
PORT LOUIS,Caudan,Caudan Street,11306
PORT LOUIS,Caudan,Decaen Street,11306
PORT LOUIS,Caudan,Deconti Street,11306
PORT LOUIS,Caudan,Engineer Street,11306
PORT LOUIS,Caudan,Falcan Street,11306
PORT LOUIS,Caudan,Foncault Street,11306
PORT LOUIS,Caudan,La Fleur Street,11306
PORT LOUIS,Caudan,Motais Street from Maupin Street to Caudan Street,11306
PORT LOUIS,Caudan Waterfromt,,11307
PORT LOUIS,Central Market (Both wings),,11308
PORT LOUIS,Champ De Mars,,11404
PORT LOUIS,China Town,David St up to Sun Yat Sen Street,11602
PORT LOUIS,China Town,Dr Edwards Laurent Street ,11602
PORT LOUIS,China Town,Emmanuel Anquetil Street,11602
PORT LOUIS,China Town,Farquhar St up to Corderie Street,11602
PORT LOUIS,China Town,Joseph Riviere Street,11602
PORT LOUIS,China Town,Jummah Mosque Street,11602
PORT LOUIS,China Town,Leoville L`Homme St up to Corderie Street ,11602
PORT LOUIS,China Town,Louis Pasteur Street,11602
PORT LOUIS,China Town,Northern Side of Corderie Street,11602
PORT LOUIS,China Town,Queen St up to Corderie Street,11602
PORT LOUIS,China Town,R.Ollier St up to Corderie Street,11602
PORT LOUIS,China Town,Royal St up to Corderie Street,11602
PORT LOUIS,Citadelle Region ,  Corneille Street ,11405
PORT LOUIS,Citadelle Region ,  Destaing Street,11405
PORT LOUIS,Citadelle Region ,"  Eugene Laurent Lane 33, 37, 43 ",11405
PORT LOUIS,Citadelle Region ,  Eugene Laurent Street ,11405
